Client ID,,Legal Name,Client Name,Branch,Last Contact,Client Type,Industry Sectors,Phone,Account Manager,Handler,
10106,,Spiecapag Australia Pty. Limited,Spiecapag,WA GT,02/11/2022,Archived,10106,07 3014 2190,Monika Southern,,
10054,,,status,WA GT,,Archived,10054,,,,
10085,,Steadfast Roofing Pty Ltd,Steadfast Roofing,WA GT,,Archived,,08 9343 4326,Monika Southern,,
9650,,FOOTWEAR INDUSTRIES PTY LTD,Steel Blue,WA GT,30/11/2022,Archived,,,Clementine Elia,Murray Wilson,
4896,,Stiks carpentry,Stiks Carpentry,WA GT,27/01/2021,Archived,4896,,,,
720,,STILES ELECTRICAL & COMMUNICATION SERVICES PTY LTD,Stiles Electrical,WA GT,30/03/2022,Archived,720,,Kevin Presenza,Kevin Presenza,
10132,,Stone Construction and Civils Pty Ltd,Stone Construction and Civils,WA GT,,Archived,,,,,
727,,unningdale Holdings Pty Ltd,Strong Electrical Services,WA GT,28/06/2023,Archived,727,412239846,Kevin Presenza,Kevin Presenza,
2282,,"CASTLEDINE, STUART KEITH",Stuart Castledine,WA GT,14/11/2017,Archived,2282,430429004,,,
765,,The trustee for Kitts Family Trust,Subiaco Electrical Services GT,WA GT,10/08/2021,Archived,,410589655,Kevin Presenza,Kevin Presenza,
1886,,Super Trowel Bricklaying,Super Trowel Bricklaying,WA GT,30/03/2022,Archived,1886,412945599,Renee Gibbons,Wayne Hancock,
4313,,The Gray & Son Family Trust,Sure Frame Carpentry,WA GT,25/05/2020,Archived,4313,,Goran Mirosevic,Goran Mirosevic,
10121,,Surun Services Pty Ltd,Surun GT,WA GT,,Archived,10121,64201832,,,
6083,,Angsa Pty ltd the Eugne Family Trust,Swans Complete Plumbing & Gas,WA GT,30/03/2022,Archived,6083,416281190,,,
4975,,Weston Progressions Pty Ltd,T & S Carpentry,WA GT,13/04/2021,Archived,4975,418929378,,Goran Mirosevic,
2073,,T & S JENKINS FAMILY TRUST,T & S Jenkins Family Trust,WA GT,30/03/2022,Archived,2073,418949615,Tony Del Borello,Tony Del Borello,
2261,,The Trustee for The Johnson Family Trust,T + N Roofing WA Pty Ltd,WA GT,11/08/2021,Archived,2261,417916303,Paul Bird,Paul Bird,
1722,,,T Dodd Electrical,WA GT,29/01/2018,Archived,,407992317,Andrew Penson,Andrew Penson,
2239,,,T&C Carpentry,WA GT,30/03/2022,Archived,2239,861611056,Paul Bird,Paul Bird,
3539,,T.W South Metro Refrigeration,T.W South Metro Refrigeration,WA GT,30/03/2022,Archived,3539,,,,
1565,,TOTAL AMS PTY LTD,Tams / Total AMS - (GT),WA GT,11/02/2020,Archived,1565,9430 5577,Jodie Cleverly,Jodie Cleverly,
10772,,,Tap Doctor,WA GT,,Archived,,,Braden Lang,,
1812,,"ROONEY, MARK",Team Hybrid,WA GT,30/03/2022,Archived,1812,62931768,Kevin Presenza,Kevin Presenza,
1826,,,TES Electrical (Donnybrook Holdings Pty Ltd) GT Bunbury,WA GT,,Archived,,894341514,Charlotte Annakin,,
1665,,ANDREW CHALMERS FAMILY TRUST ( SCADWA PTY LTD),The Andrew Chalmers Family Trust,WA GT,11/08/2021,Archived,1665,417934254,Tony Del Borello,Tony Del Borello,
4315,,Long Nominees WA PTY LTD,The Long Family Trust,WA GT,30/03/2022,Archived,4315,,,,
1425,,,The Northshore Tavern & Bistro - GT,WA GT,19/10/2016,Archived,,,,,
7907,,THE TRUSTEE FOR THE RICHARDS FAMILY TRUST,The Richards Family Trust,WA GT,30/03/2022,Archived,,,,,
736,,ROYAL AGRICULTURAL SOCIETY OF WESTERN AUSTRALIA INCORPORATED,The Royal Agricultural Society of WA,WA GT,28/06/2023,Archived,736,862633100,,,
1448,,THE MOON WOODVALE TAVERN & RECEPTION CENTRE,The Woodvale Tavern,WA GT,28/05/2019,Archived,1448,,Chloe Woodgate,,
1836,,T.I.E.C. SERVICES PTY LTD,TIEC Services Pty Ltd,WA GT,11/08/2021,Archived,1836,92405225,Kevin Presenza,Kevin Presenza,
1723,,,Timberjoy Carpentry,WA GT,29/01/2021,Archived,1723,447237309,,,
10160,,Raff's Investment Holdings Pty Ltd LYD,Tiny Beez Childcare,WA GT,24/12/2021,Archived,10160,9339 7691,,Murray Wilson,
3518,,Titanium Services,Titanium Services (GerGT),WA GT,09/07/2020,Archived,3518,410885794,Amie Atkinson,Amie Atkinson,
3128,,T.J Commercial Linings as trustee for the Butterly Discretionary Trust,TJ Commercial Lining-GT,WA GT,30/03/2022,Archived,3128,,Chloe Woodgate,,
1594,,T.J. PAYNE ROOFING CONTRACTOR PTY LTD,TJ Payne Roof Contractors,WA GT,11/11/2020,Archived,1594,893009677,Goran Mirosevic,Goran Mirosevic,
2313,,The trustee for Colvin Family Trust,TK Colvin Bricklaying Contractors,WA GT,30/03/2022,Archived,2313,467968960,,,
7202,,TMJ Construction & Building Services Pty Ltd,TMJ Construction & Building Services,WA GT,10/11/2022,Archived,7202,,,Goran Mirosevic,
9980,,Skyrange enterprise's Pty Ltd,TNT Roofing,WA GT,30/06/2021,Archived,,414920972,Murray Wilson,Murray Wilson,
899,,TOTAL ROOFING SOLUTIONS WA PTY LTD,Total Roofing Solutions WA Pty Ltd - GT,WA GT,11/08/2021,Archived,899,892421448,,,
9502,,T S JENKINS FAMILY TRUST,TREESIDE PTY LTD,WA GT,01/06/2020,Archived,,,,,
1822,,,Trenton International GT ( Australian Fine China ),WA GT,11/08/2021,Archived,,02-85719988,Renee Gibbons,Renee Gibbons,
2030,,TRONOX MINING AUSTRALIA LIMITED,TRONOX MINING AUSTRALIA LIMITED - formerly Cristal Mining (GT),WA GT,30/03/2020,Archived,2030,08 9780 8666,,,
5530,,,Trowel Techniques,WA GT,30/03/2022,Archived,5530,,Chloe Woodgate,,
60,,Bestfun Pty ltd,Troy & Co Carpenter,WA GT,30/05/2023,Archived,60,08 9571 8859,,,
4630,,TRUSPAN PROJECT CARPENTERS,TRUSPAN CARPENTERS,WA GT,30/03/2022,Archived,,,Tony Del Borello,Tony Del Borello,
2226,,J TASCON & W.J TASCON,TRU-SPAN ROOF CARPENTERS,WA GT,29/01/2021,Archived,2226,417299204,,,
2797,,TT CARPENTRY WA,TT Carpentry WA,WA GT,07/12/2020,Archived,2797,,,,
1995,,"JEFFERYS, TYLER AARON",Tyler Jefferys,WA GT,02/02/2021,Archived,1995,401979550,Goran Mirosevic,Goran Mirosevic,
3125,,TYRONE CONSTRUCTION SERVICES PTY LTD,Tyrone Construction Services,WA GT,11/08/2021,Archived,3125,,Chloe Woodgate,Paul Bird,
2212,,"LEBRUN, TYSON MATHEW",Tyson LeBrun Carpentry,WA GT,30/03/2022,Archived,2212,403767613,,,
1676,,ULTIMATE INVESTMENTS 2012 PTY LTD,Ultimate Interiors WA,WA GT,,Archived,1676,893998906,,,
2012,,Ultraflow Siphonics Pty Ltd,Ultraflow Siphonics (GT),WA GT,11/08/2021,Archived,2012,94821256,Tony Harvey,Tony Harvey,
9880,,Unique Metals Laser,Unique Metal Work Pty Ltd,WA GT,30/09/2021,Archived,,08 9303 1500,Murray Wilson,Murray Wilson,
4510,,Universal Constructions,Universal Constructions Pty Ltd,WA GT,24/03/2020,Archived,4510,08 9340 3000,Chloe Woodgate,,
2562,,The Trustee for D Unsworth Family Trust,Unsworth Carpentry Pty Ltd,WA GT,02/06/2021,Archived,2562,,,,
740,,The Trustee for JCM Family Trust,Value Assetts ATF JCM Family Trust,WA GT,11/08/2021,Archived,740,406626527,,Wayne Hancock,
757,,VANGUARD AUTOMATION AND ELECTRICAL,Vanguard Automation & Electrical Pty Ltd,WA GT,28/06/2023,Archived,757,408349011,,,
2342,,VERBRUGGEN BUILDING SERVICES,Verbruggen Building Services,WA GT,30/11/2020,Archived,2342,0416 704 745,,,
1796,,,VERCON Pty Ltd,WA GT,30/03/2022,Archived,,893809236,Charlotte Sutton,,
733,,,Vilardi Holdings,WA GT,30/03/2022,Archived,,417933193,Paul Bird,Paul Bird,
9503,,VINCENT CHADBUND BRICKLAYING,VINCENT CHADBUND BRICKLAYING,WA GT,30/03/2022,Archived,,,,,
10027,,John Edward Allan Saunders,Virtu Bricklaying,WA GT,30/11/2022,Archived,10027,0406 179 289,,,
744,,Vision Cabling Systems,Vision Cabling Systems Perth GT,WA GT,28/06/2023,Archived,744,892423222,,Mark Howe,
10251,,Florio Pty Ltd,Vogue Plastering,WA GT,30/11/2022,Archived,,0424 714 518,Monika Southern,,
6051,,Craig McDonald Pty Ltd,WA Haulage Repairs,WA GT,29/09/2021,Archived,6051,08 9359 0422,,Murray Wilson,
2328,,Hennessey WA Pty Ltd,WA Project Carpenters,WA GT,15/02/2023,Archived,2328,418940860,Monika Southern,Goran Mirosevic,
2153,,The Trustee for WA Tiling & Stone Trust,WA Tiling & Stone (GT),WA GT,30/03/2022,Archived,2153,893145473,,,
5294,,Wade Kennedy,Wade Kennedy Bricklaying,WA GT,30/03/2022,Archived,5294,0417 626 674,Chloe Woodgate,,
1701,,Walmsley Building Co Pty Ltd,Walmsley Building Co Pty Ltd,WA GT,23/04/2018,Archived,1701,407337122,Andrew Penson,Andrew Penson,
9919,,Wanslea Early Learning and Development Limited,Wanslea - Alb GT,WA GT,23/08/2021,Archived,,08 9245 2481,Clementine Elia,,
9059,,WATER CORPORATION,Water Corporation - GT,WA GT,30/03/2022,Archived,,9420 3051,,,
2211,,Watertight Plumbing & Gas,Watertight Plumbing & Gas,WA GT,17/05/2021,Archived,2211,407444495,,,
2038,,T.R SHERRIN & W.L SHERRIN,Wayne Luke Sherrin & Tony Richard Sherrin,WA GT,30/03/2022,Archived,2038,424175961,Tony Del Borello,Tony Del Borello,
2183,,The Trustee for HONEYMYRTLE FAMILY TRUST,Wellstead Homes Pty Ltd,WA GT,19/05/2023,Archived,2183,428271575,Amie Atkinson,Amie Atkinson,
4056,,Wesroof,Wesroof,WA GT,30/03/2022,Archived,4056,08 9459 2422,Chloe Woodgate,,
1521,,West Built Constructions,West Built Constructions,WA GT,25/09/2021,Archived,1521,409928882,Murray Wilson,Murray Wilson,
9480,,KR & HJ FABIAN FAMILY TRUST PTY LTD,West Coast Auto Smash Repair,WA GT,30/06/2020,Archived,,,Amie Atkinson,Amie Atkinson,
4587,,West Coast Carpentry,West Coast Carpentry,WA GT,14/05/2020,Archived,4587,,,,
2831,,Malben Contracting Pty Ltd,West Coast Window Installations-GT,WA GT,12/05/2022,Archived,2831,,Tony Del Borello,Tony Del Borello,
7853,,White Air & Mechanical services Pty Ltd,White Air & Mechanical services Pty Ltd,WA GT,30/03/2022,Archived,,,,,
3992,,Whitehouse Construction Services Pty Ltd,Whitehouse Construction Services Pty Ltd,WA GT,04/04/2022,Archived,3992,9393 3268,,,
725,,WHITEWAY CARPENTRY,Whiteway Carpentry,WA GT,29/01/2021,Archived,725,423848020,Goran Mirosevic,Goran Mirosevic,
9559,,Wisdom Bricklaying Pty Ltd,Wisdom Bricklaying Pty Ltd,WA GT,19/02/2021,Archived,,452380021,,Goran Mirosevic,
9909,,WONGUTHA CAPS,Wongutha Christian Aboriginal School,WA GT,11/05/2021,Archived,9909,(08) 9075 4011,,,
2244,,Workhorse Aus Pty Ltd,Workhorse Aus Pty Ltd,WA GT,30/08/2023,Archived,2244,416962937,,,
1989,,L.A Blewett & W.R Blewett,WR & LA Blewett,WA GT,15/08/2019,Archived,1989,,,,
10264,,Rick Dillon,XES Roof and Frame,WA GT,20/05/2022,Archived,,407380866,Caris Aziz,Caris Aziz,
2225,,Z & R Contracting,Z & R Contracting,WA GT,30/03/2022,Archived,2225,439023546,,,
4165,,,Zacz Carpentry,WA GT,11/08/2021,Archived,4165,,Chloe Woodgate,,
